Name,Vac,Paco,Pdco,Vdco,Pso,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,Manufacturer,Model
Schneider Electric Solar Inverters USA: XW6048-120/240 240V [CEC 2016],240.0,6000.0,6691.76,52.0,51.7293,-1.3500000000000001e-05,-2.18e-05,-0.00506587,-0.00198439,26.0,58.0,0.103448,100.0,58.0,Schneider Electric Solar Inverters USA,XW6048-120/240 240V [CEC 2016]
Schneider: Conext 2800 NA (Set for 240 V) 240V [CEC 2011],240.0,2800.0,2956.7184420000003,300.4889683,28.88192686,-9.01e-06,1.98e-05,7.41E-04,-0.00020299999999999997,1.22,600.0,15.5,195.0,550.0,Schneider,Conext 2800 NA (Set for 240 V) 240V [CEC 2011]
Schneider: Conext TX 2800 NA (Set for 208 V) 208V [CEC 2011],208.0,2650.0,2797.561043,300.36420630000003,28.56621616,-9.07e-06,2.07e-05,6.30E-04,-0.000769,1.23,600.0,14.9,195.0,550.0,Schneider,Conext TX 2800 NA (Set for 208 V) 208V [CEC 2011]
Schneider: Conext TX 3300 NA (set to 208V) 208V [CEC 2011],208.0,3100.0,3276.583452,300.4997619,31.76962435,-9.06e-06,1.92e-05,7.04E-04,-0.00017900000000000001,0.96,600.0,17.5,195.0,550.0,Schneider,Conext TX 3300 NA (set to 208V) 208V [CEC 2011]
Schneider: Conext TX 3300 NA (set to 240V) 240V [CEC 2011],240.0,3300.0,3473.429347,300.3648413,31.45349713,-7.41e-06,1.8100000000000003e-05,7.39E-04,-6.579999999999999e-05,1.22,600.0,18.0,195.0,550.0,Schneider,Conext TX 3300 NA (set to 240V) 240V [CEC 2011]
Schneider: Conext TX 3800 NA (set to 208V) 208V [CEC 2011],208.0,3500.0,3679.266251,300.6520635,26.84077137,-7.97e-06,2.4299999999999998e-05,1.07E-03,-0.000123,0.96,600.0,19.5,195.0,550.0,Schneider,Conext TX 3800 NA (set to 208V) 208V [CEC 2011]
Schneider: Conext TX 3800 NA (set to 240V) 240V [CEC 2011],240.0,3800.0,3983.070628,300.727619,26.22869795,-7.03e-06,2.36e-05,1.08E-03,-0.000167,1.21,600.0,20.8,195.0,550.0,Schneider,Conext TX 3800 NA (set to 240V) 240V [CEC 2011]
Schneider: Conext TX 5000 NA (Set for 208 V) 208V [CEC 2011],208.0,4500.0,4731.048785,300.3919841,28.0936574,-7.28e-06,1.82e-05,9.98E-04,-0.000324,0.98,600.0,20.5,240.0,550.0,Schneider,Conext TX 5000 NA (Set for 208 V) 208V [CEC 2011]
Schneider: Conext TX 5000 NA (Set for 240 V) 240V [CEC 2011],240.0,5000.0,5244.257858,300.3596032,29.17015931,-6.74e-06,1.95e-05,9.52E-04,-0.000256,1.25,600.0,22.5,240.0,550.0,Schneider,Conext TX 5000 NA (Set for 240 V) 240V [CEC 2011]
Schuco USA L.P. (Original Mfg - SMA America): SB3000US (208V) 208V [CEC 0],208.0,3000.0,3196.198653,250.6766667,13.66426597,-1.27e-05,4.2499999999999996e-05,1.36E-03,-0.00011499999999999999,0.08,0.0,0.0,200.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SB3000US (208V) 208V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB3000US (240V) 240V [CEC 0],240.0,3000.0,3151.508922,250.64333330000002,17.84377312,-9.58e-06,5.2600000000000005e-05,2.17E-03,0.000741,0.07,0.0,0.0,200.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SB3000US (240V) 240V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB3300U (240V) 240V [CEC 2006],240.0,3300.0,3498.6894409999995,248.9285714,24.85066016,-8.32e-06,6.38e-05,2.79E-03,0.000364,0.16,0.0,0.0,200.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SB3300U (240V) 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB3800U (208V) 208V [CEC 2006],208.0,3500.0,3770.5376200000005,235.5,19.42704693,-1.1400000000000001e-05,5.3200000000000006e-05,3.32E-03,8.98e-05,0.161,0.0,0.0,175.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SB3800U (208V) 208V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB3800U (240V) 240V [CEC 2006],240.0,3800.0,4050.6661689999996,251.5,24.79735847,-9.31e-06,5.67e-05,2.68E-03,-0.00010400000000000001,0.161,0.0,0.0,200.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SB3800U (240V) 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB4000US (208V) 208V [CEC 0],208.0,3500.0,3700.166682,310.66333330000003,17.36754828,-1.0199999999999999e-05,4.1899999999999995e-05,1.74E-03,-0.00015900000000000002,0.14,600.0,36.0,220.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB4000US (208V) 208V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB4000US (240V) 240V [CEC 0],240.0,4000.0,4186.000808,310.67,19.73912015,-6.58e-06,4.73e-05,2.02E-03,0.000285,0.17,600.0,36.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB4000US (240V) 240V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB5000US (208V) 208V [CEC 0],208.0,5000.0,5212.835069,309.91333330000003,49.15714747,-5.1e-06,6.55e-05,2.66E-03,0.0008539999999999999,0.46,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB5000US (208V) 208V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB5000US (240V) 240V [CEC 0],240.0,5000.0,5204.604211,309.8833333,51.40713654,-5.03e-06,6.27e-05,2.33E-03,0.00045,0.72,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB5000US (240V) 240V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB5000US (277V) 277V [CEC 0],277.0,5000.0,5201.185305,309.9033333,44.9138189,-4.08e-06,6.579999999999999e-05,3.59E-03,0.00225,1.41,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB5000US (277V) 277V [CEC 0]
Schuco USA L.P. (Original Mfg - SMA America): SB6000U (208V) 208V [CEC 2006],208.0,5200.0,5535.254948,311.5,36.94343762,-6.92e-06,5.5e-05,4.09E-03,0.000202,0.2,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000U (208V) 208V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB6000U (240V) 240V [CEC 2006],240.0,6000.0,6392.009685,311.5,34.05885882,-5.86e-06,4.74e-05,3.03E-03,0.000333,0.2,0.0,0.0,260.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000U (240V) 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB6000U (277V) 277V [CEC 2006],277.0,6000.0,6369.027518,312.5,36.69741385,-5.35e-06,5.2900000000000005e-05,2.75E-03,0.000417,0.23,0.0,0.0,260.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000U (277V) 277V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB6000US (208V) 208V [CEC 2006],208.0,6000.0,6286.533498,309.9333333,48.48241681,-5.17e-06,5.67e-05,1.50E-03,-0.00122,0.46,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000US (208V) 208V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB6000US (240V) 240V [CEC 2006],240.0,6000.0,6271.26385,309.9166667,49.13558751,-4.81e-06,5.8399999999999997e-05,1.86E-03,-0.00042300000000000004,0.72,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000US (240V) 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB6000US (277V) 277V [CEC 2006],277.0,6000.0,6253.983544,309.9466667,49.12831823,-4.27e-06,6.99e-05,2.40E-03,0.000814,1.41,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB6000US (277V) 277V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SB7000US (208V) 208V [CEC 2007],208.0,7000.0,7366.092136,310.02,43.92550705,-4.97e-06,6.38e-05,2.70E-03,0.000196,0.46,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB7000US (208V) 208V [CEC 2007]
Schuco USA L.P. (Original Mfg - SMA America): SB7000US (240V) 240V [CEC 2007],240.0,7000.0,7339.27515,309.9533333,48.27875795,-4.66e-06,5.6399999999999995e-05,2.24E-03,0.00021600000000000002,0.72,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB7000US (240V) 240V [CEC 2007]
Schuco USA L.P. (Original Mfg - SMA America): SB7000US (277V) 277V [CEC 2007],277.0,7000.0,7335.425627,309.3566667,47.90264508,-4.62e-06,6.01e-05,2.26E-03,-5.31e-06,1.41,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB7000US (277V) 277V [CEC 2007]
Schuco USA L.P. (Original Mfg - SMA America): SB700U 120V [CEC 2010],120.0,700.0,771.0890121,147.0,8.381321622,-7.140000000000001e-05,0.00015,8.79E-04,-0.00212,0.0357,250.0,7.0,125.0,200.0,Schuco USA L.P. (Original Mfg - SMA America),SB700U 120V [CEC 2010]
Schuco USA L.P. (Original Mfg - SMA America): SB700U-SBD 120V [CEC 2010],120.0,700.0,771.0890121,147.0,8.381321622,-7.140000000000001e-05,0.00015,8.79E-04,-0.00212,0.0357,250.0,7.0,125.0,200.0,Schuco USA L.P. (Original Mfg - SMA America),SB700U-SBD 120V [CEC 2010]
Schuco USA L.P. (Original Mfg - SMA America): SB8000US (240V) 240V [CEC 2010],240.0,7600.0,7915.204531999999,345.2838333,29.20185011,-2.28e-06,8.51e-06,9.37E-05,-0.0047,0.17,600.0,30.0,300.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB8000US (240V) 240V [CEC 2010]
Schuco USA L.P. (Original Mfg - SMA America): SB8000US (277V) 277V [CEC 2010],277.0,8000.0,8402.574325,345.5,34.63857376,-3.34e-06,4.9e-05,1.62E-03,-7.52e-05,0.15,600.0,30.0,300.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SB8000US (277V) 277V [CEC 2010]
Schuco USA L.P. (Original Mfg - SMA America): ST42 (208) 208V [CEC 2008],208.0,42000.0,44196.55282,310.02,263.5530423,-8.29e-07,6.38e-05,2.70E-03,0.000196,0.46,600.0,180.0,0.0,0.0,Schuco USA L.P. (Original Mfg - SMA America),ST42 (208) 208V [CEC 2008]
Schuco USA L.P. (Original Mfg - SMA America): ST42 (277) 277V [CEC 2008],277.0,42000.0,44012.55376,309.3566667,287.4158705,-7.7e-07,6.01e-05,2.26E-03,-5.31e-06,1.41,600.0,180.0,0.0,0.0,Schuco USA L.P. (Original Mfg - SMA America),ST42 (277) 277V [CEC 2008]
Schuco USA L.P. (Original Mfg - SMA America): SWR1800U-SBD 120V [CEC 2005],120.0,1800.0,1983.1747649999998,200.5333333,13.88624065,-2.55e-05,3.5499999999999996e-05,2.32E-03,-0.00021,0.2659,0.0,0.0,156.0,400.0,Schuco USA L.P. (Original Mfg - SMA America),SWR1800U-SBD 120V [CEC 2005]
Schuco USA L.P. (Original Mfg - SMA America): SWR2100U 240V [CEC 2006],240.0,2100.0,2261.565173,302.02142860000004,19.84978934,-1.73e-05,6.82e-05,3.13E-03,-0.00037400000000000004,0.32,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SWR2100U 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SWR2500U (208V) 208V [CEC 2005],208.0,2100.0,2293.700005,298.3666667,17.5459193,-2.22e-05,6.32e-05,2.71E-03,-0.000648,0.23600000000000002,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SWR2500U (208V) 208V [CEC 2005]
Schuco USA L.P. (Original Mfg - SMA America): SWR2500U (240V) 240V [CEC 2006],240.0,2500.0,2694.336504,302.2333333,20.76197711,-1.5399999999999998e-05,6.49e-05,2.82E-03,-0.000303,0.32,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SWR2500U (240V) 240V [CEC 2006]
Schuco USA L.P. (Original Mfg - SMA America): SWR2500U-SBD (208V) 208V [CEC 2005],208.0,2100.0,2293.700005,298.3666667,17.5459193,-2.22e-05,6.32e-05,2.71E-03,-0.000648,0.23600000000000002,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SWR2500U-SBD (208V) 208V [CEC 2005]
Schuco USA L.P. (Original Mfg - SMA America): SWR2500U-SBD (240V) 240V [CEC 2006],240.0,2500.0,2694.345833,302.2333333,20.75809097,-1.5399999999999998e-05,6.500000000000001e-05,2.82E-03,-0.000305,0.32,0.0,0.0,250.0,480.0,Schuco USA L.P. (Original Mfg - SMA America),SWR2500U-SBD (240V) 240V [CEC 2006]
Schuco USA: SB3000US (208V) 208V [CEC 2016],208.0,3000.0,3194.19,250.0,14.5332,-1.2e-05,2.9100000000000003e-05,0.000753604,-0.000108065,0.08,400.0,0.0075,100.0,400.0,Schuco USA,SB3000US (208V) 208V [CEC 2016]
Schuco USA: SB3000US (240V) 240V [CEC 2016],240.0,3000.0,3154.68,250.0,19.677,-9.93e-06,3.4899999999999995e-05,0.0012471,0.000466272,0.07,400.0,0.0075,100.0,400.0,Schuco USA,SB3000US (240V) 240V [CEC 2016]
Schuco USA: SB3000US [208V] 208V [CEC 2018],208.0,3000.0,3194.19,250.0,14.5332,-1.20475e-05,2.9053600000000003e-05,0.000753604,-0.000108065,0.08,400.0,12.7767,100.0,400.0,Schuco USA,SB3000US [208V] 208V [CEC 2018]
Schuco USA: SB3000US [240V] 240V [CEC 2018],240.0,3000.0,3154.68,250.0,19.677,-9.932169999999999e-06,3.49263e-05,0.0012471,0.000466272,0.07,400.0,12.6187,100.0,400.0,Schuco USA,SB3000US [240V] 240V [CEC 2018]
Schuco USA: SB3300U (240V) 240V [CEC 2016],240.0,3300.0,3502.98,250.0,22.5014,-7.27e-06,3.98e-05,0.00139126,-0.000175778,0.16,400.0,0.00825,100.0,400.0,Schuco USA,SB3300U (240V) 240V [CEC 2016]
Schuco USA: SB3300U [240V] 240V [CEC 2018],240.0,3300.0,3502.98,250.0,22.5014,-7.26987e-06,3.98224e-05,0.00139126,-0.000175778,0.16,400.0,14.0119,100.0,400.0,Schuco USA,SB3300U [240V] 240V [CEC 2018]
Schuco USA: SB3800U (208V) 208V [CEC 2016],208.0,3500.0,3768.36,235.0,18.3911,-1.05e-05,3.8799999999999994e-05,0.00231712,0.00010618,0.16,400.0,0.00875,100.0,400.0,Schuco USA,SB3800U (208V) 208V [CEC 2016]
Schuco USA: SB3800U (240V) 240V [CEC 2016],240.0,3800.0,4052.09,250.0,22.8777,-8.29e-06,3.9399999999999995e-05,0.00151872,2.46e-05,0.16,400.0,0.0095,100.0,400.0,Schuco USA,SB3800U (240V) 240V [CEC 2016]
Schuco USA: SB3800U [208V] 208V [CEC 2018],208.0,3500.0,3768.36,235.0,18.3911,-1.0538e-05,3.8773099999999996e-05,0.00231712,0.00010618,0.16,400.0,16.0356,100.0,400.0,Schuco USA,SB3800U [208V] 208V [CEC 2018]
Schuco USA: SB3800U [240V] 240V [CEC 2018],240.0,3800.0,4052.09,250.0,22.8777,-8.288989999999999e-06,3.93835e-05,0.00151872,2.4624499999999998e-05,0.16,400.0,16.2084,100.0,400.0,Schuco USA,SB3800U [240V] 240V [CEC 2018]
Schuco USA: SB4000US (208V) 208V [CEC 2016],208.0,3500.0,3702.31,310.0,19.118,-1.01e-05,2.46e-05,0.000741579,-0.00017287799999999998,0.14,480.0,0.00729167,100.0,480.0,Schuco USA,SB4000US (208V) 208V [CEC 2016]
Schuco USA: SB4000US (240V) 240V [CEC 2016],240.0,4000.0,4193.44,310.0,29.7819,-7.55e-06,3.05e-05,0.00112592,0.000460752,0.17,480.0,0.00833333,100.0,480.0,Schuco USA,SB4000US (240V) 240V [CEC 2016]
Schuco USA: SB4000US [208V] 208V [CEC 2018],208.0,3500.0,3702.31,310.0,19.118,-1.0053099999999999e-05,2.4585300000000003e-05,0.000741579,-0.00017287799999999998,0.14,480.0,11.9429,100.0,480.0,Schuco USA,SB4000US [208V] 208V [CEC 2018]
Schuco USA: SB4000US [240V] 240V [CEC 2018],240.0,4000.0,4193.44,310.0,29.7819,-7.5514499999999995e-06,3.0524899999999996e-05,0.00112592,0.000460752,0.17,480.0,13.5272,100.0,480.0,Schuco USA,SB4000US [240V] 240V [CEC 2018]
Schuco USA: SB5000US (208V) 208V [CEC 2016],208.0,5000.0,5224.38,310.0,52.7601,-4.98e-06,3.6200000000000006e-05,0.0013224,0.000180562,0.46,480.0,0.010416700000000001,100.0,480.0,Schuco USA,SB5000US (208V) 208V [CEC 2016]
Schuco USA: SB5000US (240V) 240V [CEC 2016],240.0,5000.0,5216.15,310.0,54.1572,-4.74e-06,3.86e-05,0.0012926,0.000480915,0.72,480.0,0.010416700000000001,100.0,480.0,Schuco USA,SB5000US (240V) 240V [CEC 2016]
Schuco USA: SB5000US (277V) 277V [CEC 2016],277.0,5000.0,5213.48,310.0,50.4981,-4.18e-06,3.71e-05,0.00185705,0.00118595,1.41,480.0,0.010416700000000001,100.0,480.0,Schuco USA,SB5000US (277V) 277V [CEC 2016]
Schuco USA: SB5000US [208V] 208V [CEC 2018],208.0,5000.0,5224.38,310.0,52.7601,-4.9815600000000005e-06,3.62268e-05,0.0013224,0.000180562,0.46,480.0,16.8528,100.0,480.0,Schuco USA,SB5000US [208V] 208V [CEC 2018]
Schuco USA: SB5000US [240V] 240V [CEC 2018],240.0,5000.0,5216.15,310.0,54.1572,-4.73529e-06,3.86138e-05,0.0012926,0.000480915,0.72,480.0,16.8263,100.0,480.0,Schuco USA,SB5000US [240V] 240V [CEC 2018]
Schuco USA: SB5000US [277V] 277V [CEC 2018],277.0,5000.0,5213.48,310.0,50.4981,-4.179480000000001e-06,3.71498e-05,0.00185705,0.00118595,1.41,480.0,16.8177,100.0,480.0,Schuco USA,SB5000US [277V] 277V [CEC 2018]
Schuco USA: SB6000U (208V) 208V [CEC 2016],208.0,5200.0,5551.1,334.0,44.2622,-6.86e-06,2.8999999999999997e-05,0.00166009,6.13e-05,0.2,480.0,0.011083299999999999,100.0,480.0,Schuco USA,SB6000U (208V) 208V [CEC 2016]
Schuco USA: SB6000U (240V) 240V [CEC 2016],240.0,6000.0,6404.02,310.0,37.4624,-5.78e-06,2.7300000000000003e-05,0.0014707,0.000122726,0.2,480.0,0.0125,100.0,480.0,Schuco USA,SB6000U (240V) 240V [CEC 2016]
Schuco USA: SB6000U (277V) 277V [CEC 2016],277.0,6000.0,6384.04,310.0,39.3958,-5.28e-06,3.05e-05,0.00127644,0.00011518700000000001,0.23,480.0,0.0125,100.0,480.0,Schuco USA,SB6000U (277V) 277V [CEC 2016]
Schuco USA: SB6000U [208V] 208V [CEC 2018],208.0,5200.0,5551.1,334.0,44.2622,-6.85602e-06,2.89916e-05,0.00166009,6.12972e-05,0.2,480.0,16.62,100.0,480.0,Schuco USA,SB6000U [208V] 208V [CEC 2018]
Schuco USA: SB6000U [240V] 240V [CEC 2018],240.0,6000.0,6404.02,310.0,37.4624,-5.7798300000000005e-06,2.73198e-05,0.0014707,0.000122726,0.2,480.0,20.6581,100.0,480.0,Schuco USA,SB6000U [240V] 240V [CEC 2018]
Schuco USA: SB6000U [277V] 277V [CEC 2018],277.0,6000.0,6384.04,310.0,39.3958,-5.28286e-06,3.04778e-05,0.00127644,0.00011518700000000001,0.23,480.0,20.5937,100.0,480.0,Schuco USA,SB6000U [277V] 277V [CEC 2018]
Schuco USA: SB6000US (208V) 208V [CEC 2016],208.0,6000.0,6295.47,310.0,51.0894,-4.69e-06,3.5600000000000005e-05,0.000619894,-0.000857668,0.46,480.0,0.0125,100.0,480.0,Schuco USA,SB6000US (208V) 208V [CEC 2016]
Schuco USA: SB6000US (240V) 240V [CEC 2016],240.0,6000.0,6282.08,310.0,51.5863,-4.5e-06,3.41e-05,0.000942061,-0.000431309,0.72,480.0,0.0125,100.0,480.0,Schuco USA,SB6000US (240V) 240V [CEC 2016]
Schuco USA: SB6000US (277V) 277V [CEC 2016],277.0,6000.0,6269.2,310.0,51.5086,-4.15e-06,4.36e-05,0.0012504,0.000571753,1.41,480.0,0.0125,100.0,480.0,Schuco USA,SB6000US (277V) 277V [CEC 2016]
Schuco USA: SB6000US [208V] 208V [CEC 2018],208.0,6000.0,6295.47,310.0,51.0894,-4.68772e-06,3.56281e-05,0.000619894,-0.000857668,0.46,480.0,20.308,100.0,480.0,Schuco USA,SB6000US [208V] 208V [CEC 2018]
Schuco USA: SB6000US [240V] 240V [CEC 2018],240.0,6000.0,6282.08,310.0,51.5863,-4.4998099999999995e-06,3.4134299999999996e-05,0.000942061,-0.000431309,0.72,480.0,20.2648,100.0,480.0,Schuco USA,SB6000US [240V] 240V [CEC 2018]
Schuco USA: SB6000US [277V] 277V [CEC 2018],277.0,6000.0,6269.2,310.0,51.5086,-4.1511800000000005e-06,4.3578199999999996e-05,0.0012504,0.000571753,1.41,480.0,20.2232,100.0,480.0,Schuco USA,SB6000US [277V] 277V [CEC 2018]
Schuco USA: SB7000US (208V) 208V [CEC 2016],208.0,7000.0,7377.47,310.0,47.2514,-4.74e-06,3.48e-05,0.00122516,-0.000203744,0.46,480.0,0.0145833,100.0,480.0,Schuco USA,SB7000US (208V) 208V [CEC 2016]
Schuco USA: SB7000US (240V) 240V [CEC 2016],240.0,7000.0,7345.15,310.0,51.8409,-4.41e-06,3.16e-05,0.00111386,-5.15e-05,0.72,480.0,0.0145833,100.0,480.0,Schuco USA,SB7000US (240V) 240V [CEC 2016]
Schuco USA: SB7000US (277V) 277V [CEC 2016],277.0,7000.0,7344.34,310.0,50.5269,-4.28e-06,3.52e-05,0.00101286,-0.000243515,1.41,480.0,0.0145833,100.0,480.0,Schuco USA,SB7000US (277V) 277V [CEC 2016]
Schuco USA: SB7000US [208V] 208V [CEC 2018],208.0,7000.0,7377.47,310.0,47.2514,-4.7385699999999994e-06,3.48164e-05,0.00122516,-0.000203744,0.46,480.0,23.7983,100.0,480.0,Schuco USA,SB7000US [208V] 208V [CEC 2018]
Schuco USA: SB7000US [240V] 240V [CEC 2018],240.0,7000.0,7345.15,310.0,51.8409,-4.4081999999999996e-06,3.15661e-05,0.00111386,-5.14618e-05,0.72,480.0,23.694000000000003,100.0,480.0,Schuco USA,SB7000US [240V] 240V [CEC 2018]
Schuco USA: SB7000US [277V] 277V [CEC 2018],277.0,7000.0,7344.34,310.0,50.5269,-4.28156e-06,3.51913e-05,0.00101286,-0.000243515,1.41,480.0,23.6914,100.0,480.0,Schuco USA,SB7000US [277V] 277V [CEC 2018]
Schuco USA: SB700U 145V [CEC 2016],145.0,700.0,771.842,145.0,8.34466,-7.049999999999999e-05,0.000135697,0.0010312,-0.000451877,0.0357,200.0,0.0035,100.0,200.0,Schuco USA,SB700U 145V [CEC 2016]
Schuco USA: SB700U [120V] 120V [CEC 2018],120.0,700.0,771.842,145.0,8.34466,-7.05079e-05,0.000135697,0.0010312,-0.000451877,0.0357,200.0,5.32305,100.0,200.0,Schuco USA,SB700U [120V] 120V [CEC 2018]
Schuco USA: SB700U-SBD 145V [CEC 2016],145.0,700.0,771.842,145.0,8.34466,-7.049999999999999e-05,0.000135697,0.0010312,-0.000451877,0.0357,200.0,0.0035,100.0,200.0,Schuco USA,SB700U-SBD 145V [CEC 2016]
Schuco USA: SB700U-SBD [120V] 120V [CEC 2018],120.0,700.0,771.842,145.0,8.34466,-7.05079e-05,0.000135697,0.0010312,-0.000451877,0.0357,200.0,5.32305,100.0,200.0,Schuco USA,SB700U-SBD [120V] 120V [CEC 2018]
Schuco USA: SB8000US (240V) 240V [CEC 2016],240.0,7600.0,7913.5,345.0,23.4314,-1.46e-06,2.08e-06,-0.000550412,-0.00411196,0.17,480.0,0.0158333,100.0,480.0,Schuco USA,SB8000US (240V) 240V [CEC 2016]
Schuco USA: SB8000US (277V) 277V [CEC 2016],277.0,8000.0,8410.75,345.0,31.6125,-3e-06,2.25e-05,0.000579209,-3.3299999999999996e-05,0.15,480.0,0.0166667,100.0,480.0,Schuco USA,SB8000US (277V) 277V [CEC 2016]
Schuco USA: SB8000US [240V] 240V [CEC 2018],240.0,7600.0,7913.5,345.0,23.4314,-1.4553200000000002e-06,2.0773e-06,-0.000550412,-0.00411196,0.17,480.0,22.9377,100.0,480.0,Schuco USA,SB8000US [240V] 240V [CEC 2018]
Schuco USA: SB8000US [277V] 277V [CEC 2018],277.0,8000.0,8410.75,345.0,31.6125,-2.9979500000000002e-06,2.25457e-05,0.000579209,-3.3333699999999996e-05,0.15,480.0,24.379,100.0,480.0,Schuco USA,SB8000US [277V] 277V [CEC 2018]
Schuco USA: ST42 (208V) 208V [CEC 2016],208.0,42000.0,44142.3,310.0,255.838,-7.92e-07,6.3e-05,0.00245604,1.7699999999999998e-07,0.46,480.0,0.0875,250.0,480.0,Schuco USA,ST42 (208V) 208V [CEC 2016]
Schuco USA: ST42 (277V) 277V [CEC 2016],277.0,42000.0,43948.1,310.0,279.641,-7.259999999999999e-07,6.0299999999999995e-05,0.00189457,-0.00038365599999999996,1.41,480.0,0.0875,250.0,480.0,Schuco USA,ST42 (277V) 277V [CEC 2016]
Schuco USA: ST42 [208V] 208V [CEC 2018],208.0,42000.0,44142.3,310.0,255.838,-7.91902e-07,6.2989e-05,0.00245604,1.76813e-07,0.46,480.0,142.395,250.0,480.0,Schuco USA,ST42 [208V] 208V [CEC 2018]
Schuco USA: ST42 [277V] 277V [CEC 2018],277.0,42000.0,43948.1,310.0,279.641,-7.26128e-07,6.0335100000000004e-05,0.00189457,-0.00038365599999999996,1.41,480.0,141.768,250.0,480.0,Schuco USA,ST42 [277V] 277V [CEC 2018]
Schuco USA: SWR1800U 200V [CEC 2016],200.0,1800.0,1983.19,200.0,13.8291,-2.42e-05,2.56e-05,0.0015983,-0.000129236,0.2659,400.0,0.0045,100.0,400.0,Schuco USA,SWR1800U 200V [CEC 2016]
Schuco USA: SWR1800U [120V] 120V [CEC 2018],120.0,1800.0,1983.19,200.0,13.8291,-2.42264e-05,2.56013e-05,0.0015983,-0.000129236,0.2659,400.0,9.915939999999999,100.0,400.0,Schuco USA,SWR1800U [120V] 120V [CEC 2018]
Schuco USA: SWR1800U-SBD 200V [CEC 2016],200.0,1800.0,1983.19,200.0,13.8291,-2.42e-05,2.56e-05,0.0015983,-0.000129236,0.2659,400.0,0.0045,100.0,400.0,Schuco USA,SWR1800U-SBD 200V [CEC 2016]
Schuco USA: SWR1800U-SBD [120V] 120V [CEC 2018],120.0,1800.0,1983.19,200.0,13.8291,-2.42264e-05,2.56013e-05,0.0015983,-0.000129236,0.2659,400.0,9.915939999999999,100.0,400.0,Schuco USA,SWR1800U-SBD [120V] 120V [CEC 2018]
Schuco USA: SWR2100U 300V [CEC 2016],300.0,2100.0,2265.14,300.0,18.8828,-1.4300000000000002e-05,4.11e-05,0.00168385,-0.000302101,0.32,480.0,0.004375,100.0,480.0,Schuco USA,SWR2100U 300V [CEC 2016]
Schuco USA: SWR2100U [240V] 240V [CEC 2018],240.0,2100.0,2265.14,300.0,18.8828,-1.4309600000000001e-05,4.10574e-05,0.00168385,-0.000302101,0.32,480.0,7.55046,100.0,480.0,Schuco USA,SWR2100U [240V] 240V [CEC 2018]
